0.000000000000000000e+00,4.564342948647918674e-01,5.232941656871150857e-03
4.333000000000000185e+00,4.451129716639060097e-01,5.402995059332116323e-03
8.666000000000000369e+00,4.343487166397387300e-01,4.886996502261637017e-03
1.299900000000000055e+01,4.285202009878537610e-01,5.007769711953827078e-03
1.733200000000000074e+01,4.217680413917209714e-01,4.799661369397396557e-03
2.166499999999999915e+01,4.194217076976292091e-01,4.584212127253842715e-03
2.599800000000000111e+01,4.110825509970476577e-01,4.734438942463232124e-03
3.033100000000000307e+01,4.042738186978709347e-01,4.933191777929787393e-03
3.466400000000000148e+01,3.932797631742184774e-01,4.682251030874178335e-03
3.899699999999999989e+01,3.955137351539486645e-01,4.551103731445064159e-03
4.332999999999999829e+01,4.005052787017137073e-01,4.694777650246180489e-03
4.766300000000000381e+01,3.948384347326197030e-01,4.587420978431971767e-03
5.199600000000000222e+01,3.825899424247457548e-01,4.783661203487507042e-03
5.632900000000000063e+01,3.715658540820153677e-01,4.855510512758486226e-03
6.066200000000000614e+01,3.732801816068307965e-01,4.790679058394261593e-03
6.499500000000000455e+01,3.805515615103394200e-01,4.829782387210570377e-03
6.932800000000000296e+01,3.737221925168001113e-01,4.642930128323133343e-03
7.366100000000000136e+01,3.623193558489282151e-01,4.500145680718934012e-03
7.799399999999999977e+01,3.604867553888473908e-01,4.494316259559414696e-03
8.232699999999999818e+01,3.618834008932764190e-01,4.535724297865222597e-03
8.665999999999999659e+01,3.605822446629806666e-01,4.805253273794478190e-03
9.099300000000000921e+01,3.588378674366710097e-01,4.860657152071915822e-03
9.532600000000000762e+01,3.498257812208081519e-01,4.594618803376613464e-03
9.965900000000000603e+01,3.472504113384122792e-01,4.450945962470977471e-03
1.039920000000000044e+02,3.549632972999275382e-01,4.507673045879585089e-03
1.083250000000000028e+02,3.526132967906726035e-01,4.745469820307279124e-03
1.126580000000000013e+02,3.391402131456415781e-01,4.533272072482975000e-03
1.169909999999999997e+02,3.309010069823999367e-01,4.409856916971335861e-03
1.213240000000000123e+02,3.291168330636351502e-01,4.201002595179760199e-03
1.256570000000000107e+02,3.213273718647942090e-01,4.169517522542041943e-03
1.299900000000000091e+02,3.184353413846798819e-01,4.012140830702386196e-03
1.343230000000000075e+02,3.195705153199550619e-01,3.895977274579757489e-03
1.386560000000000059e+02,3.140560249533538295e-01,3.811003706614070514e-03
1.429890000000000043e+02,3.075609230262977278e-01,4.073496761242374926e-03
1.473220000000000027e+02,3.040394517224101478e-01,4.296254246130722793e-03
1.516550000000000011e+02,3.055251860072779047e-01,4.169236256838950057e-03
1.559879999999999995e+02,3.078075502618608517e-01,4.216775656484756177e-03
1.603209999999999980e+02,3.090230771032329016e-01,4.148343029673364109e-03
1.646539999999999964e+02,3.097601343278239550e-01,4.128302879777074469e-03
1.689869999999999948e+02,3.079009383053269433e-01,4.234461901047055672e-03
1.733199999999999932e+02,3.026392916408525702e-01,4.330516445031786996e-03
1.776530000000000200e+02,2.919033471659741030e-01,4.003065721750871837e-03
1.819860000000000184e+02,2.860016395670467726e-01,3.922014342589156405e-03
1.863190000000000168e+02,2.966508459638558248e-01,3.997062414719327467e-03
1.906520000000000152e+02,3.024769432156639848e-01,4.098132256326349025e-03
1.949850000000000136e+02,2.923408980068130658e-01,4.184168346539306194e-03
1.993180000000000121e+02,2.898107890463127445e-01,4.222245963417108582e-03
2.036510000000000105e+02,2.962842166469112914e-01,4.081500088735770526e-03
2.079840000000000089e+02,3.027299393003277106e-01,3.779253803901977751e-03
2.123170000000000073e+02,3.100438475770824764e-01,3.972091726043272888e-03
2.166500000000000057e+02,3.143026255076324937e-01,4.103445258888820807e-03
2.209830000000000041e+02,3.084654446432913422e-01,4.337082566780760262e-03
2.253160000000000025e+02,3.022234825607482689e-01,4.349674372115413558e-03
2.296490000000000009e+02,3.040608469277766845e-01,4.106872435592178773e-03
2.339819999999999993e+02,3.001948272940146989e-01,3.735962386463580545e-03
2.383149999999999977e+02,3.045248674036035719e-01,3.658845422148825858e-03
2.426480000000000246e+02,3.125360662903237108e-01,3.963376442774673054e-03
2.469810000000000230e+02,3.078309123305117412e-01,3.881909568724412844e-03
