2.513140000000000214e+02,2.985995822012362799e-01,3.649054328866222115e-03
2.556470000000000198e+02,2.936916423492403339e-01,3.401572469851235018e-03
2.599800000000000182e+02,2.925412266447173226e-01,3.690643071691919724e-03
2.643129999999999882e+02,2.917510580725146130e-01,3.883066000940500837e-03
2.686460000000000150e+02,2.934826226678842187e-01,3.558713981618765679e-03
2.729789999999999850e+02,2.946023528677912950e-01,3.969964874807961619e-03
2.773120000000000118e+02,2.870362428688014167e-01,3.933811820467408155e-03
2.816450000000000387e+02,2.880050087275158877e-01,3.761678742414085140e-03
2.859780000000000086e+02,2.944901310934502359e-01,3.516527858820469362e-03
2.903110000000000355e+02,2.920067942023703567e-01,3.420658524297504315e-03
2.946440000000000055e+02,2.902790368295440349e-01,3.372796051508307556e-03
2.989770000000000323e+02,2.921941904009890956e-01,3.581701567097548677e-03
3.033100000000000023e+02,2.933664386613982766e-01,3.825553339101543486e-03
3.076430000000000291e+02,2.928193558980873301e-01,3.637763733981187481e-03
3.119759999999999991e+02,3.000017566950554104e-01,3.728088707907054652e-03
3.163090000000000259e+02,2.980155562472586173e-01,3.983069258386063953e-03
3.206419999999999959e+02,2.861722575867231555e-01,3.572587007110870818e-03
3.249750000000000227e+02,2.953364176926904228e-01,3.689082171074412227e-03
3.293079999999999927e+02,2.956707468160962304e-01,3.700092189533675958e-03
3.336410000000000196e+02,2.883389535091564482e-01,3.639560066602539907e-03
3.379739999999999895e+02,2.880514070279008854e-01,3.608898912164753593e-03
3.423070000000000164e+02,2.867866553523287787e-01,3.486015150233127014e-03
3.466399999999999864e+02,2.869710565424769544e-01,3.315790617030387171e-03
3.509730000000000132e+02,2.875806485225773090e-01,3.605941765541498777e-03
3.553060000000000400e+02,2.854356454785401120e-01,3.645974252314653288e-03
3.596390000000000100e+02,2.851014408769448893e-01,3.845190586927717865e-03
3.639720000000000368e+02,2.862189448398315128e-01,3.988161609275684208e-03
3.683050000000000068e+02,2.778621982172352345e-01,3.638705487497106809e-03
3.726380000000000337e+02,2.738590402298497484e-01,3.527684146867235936e-03
3.769710000000000036e+02,2.698943446194141393e-01,3.580302905110271938e-03
3.813040000000000305e+02,2.628124416116539019e-01,3.838223913865239107e-03
3.856370000000000005e+02,2.651911944370595187e-01,3.949586870982404845e-03
3.899700000000000273e+02,2.716944221231912260e-01,3.672634430432181359e-03
3.943029999999999973e+02,2.718192114996171305e-01,3.420869917629235611e-03
3.986360000000000241e+02,2.749233724266531009e-01,3.594642977314163948e-03
4.029689999999999941e+02,2.781991271610526617e-01,3.551326246880703429e-03
4.073020000000000209e+02,2.722387398334035202e-01,3.452318537053162585e-03
4.116349999999999909e+02,2.694786618542894252e-01,3.609360557827707462e-03
4.159680000000000177e+02,2.693948723415111601e-01,3.588801147047466621e-03
4.203010000000000446e+02,2.583217636207132406e-01,3.652616688030382256e-03
4.246340000000000146e+02,2.508375833881825168e-01,3.571516012014940965e-03
4.289670000000000414e+02,2.562785544401513516e-01,3.316107087980900772e-03
4.333000000000000114e+02,2.614182309838431473e-01,3.505100212229009249e-03
4.376330000000000382e+02,2.643485022622246161e-01,3.449945429160571932e-03
4.419660000000000082e+02,2.630343958135444304e-01,3.371195688902326685e-03
4.462990000000000350e+02,2.672212144220049157e-01,3.546151045705592079e-03
4.506320000000000050e+02,2.716018719538966786e-01,3.666700699125369309e-03
